"country","nuts1_id","nuts2_id","nuts2_name","fund","year","programming_period","eu_payment_annual","modelled_annual_expenditure","standard_deviation_of_annual","standard_error_of_modelled"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1998","1989-1993","349500","262859","16535","523"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2002","1989-1993","48405","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1994","1994-1999","9360000","10022168","83052","2628"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1995","1994-1999","2016176","1467405","68829","2178"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1996","1994-1999","345272","4567938","529622","16757"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1998","1994-1999","3859671","3373599","60965","1929"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1999","1994-1999","2379675","5116145","394949","12496"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2000","1994-1999","10285750","7724687","401407","12700"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2001","1994-1999","1483687","2354162","350149","11078"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2002","1994-1999","912616","3736752","229203","7252"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2003","1994-1999","68408","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2004","1994-1999","4583160","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2000","2000-2006","0","1392988","141822","4487"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2001","2000-2006","3406064","3056013","35639","1128"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2002","2000-2006","2550138","3335954","80005","2531"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2003","2000-2006","4471576","5712828","126374","3998"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2004","2000-2006","7506623","6771234","699789","22140"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2005","2000-2006","4857968","6105535","721486","22827"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2006","2000-2006","6713690","8075616","721486","22827"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2007","2000-2006","10175665","8197023","498504","15772"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2008","2000-2006","6084864","4518230","303267","9595"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2009","2000-2006","3036149","2021526","142417","4506"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2011","2000-2006","211137","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2013","2000-2006","173076","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2007","2007-2013","1096556","1474947","77681","2458"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2008","2007-2013","1644834","2439130","163064","5159"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2009","2007-2013","5097570","5940526","173054","5475"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2010","2007-2013","8761829","9071158","63503","2009"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2011","2007-2013","10106456","10221648","23648","748"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2012","2007-2013","10607185","10241425","23648","748"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2013","2007-2013","9017258","7875253","234446","7418"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2014","2007-2013","4053059","3185263","188640","5968"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2015","2007-2013","0","326860","93364","2954"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","2016","2007-2013","1701657","1310194","80365","2543"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2000","2000-2006","3993206","5739604","193544","6123"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2001","2000-2006","4770399","5475869","78183","2474"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2002","2000-2006","6697435","5298197","155070","4906"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2003","2000-2006","2875326","11351979","939422","29722"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2004","2000-2006","26029856","22737064","364922","11546"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2005","2000-2006","17035379","18434676","1290438","40828"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2006","2000-2006","18800205","18032826","1290438","40828"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2007","2000-2006","14458432","15200244","1230233","38923"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2008","2000-2006","18582315","13542487","708332","22411"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2009","2000-2006","4539290","4450801","284863","9013"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2010","2000-2006","344060","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2012","2000-2006","23603","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2013","2000-2006","2114240","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2007","2007-2013","2634176","3684651","178795","5657"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2008","2007-2013","3951263","9394485","926460","29312"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2009","2007-2013","24425423","17931726","1105255","34969"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2010","2007-2013","0","7815365","1330209","42086"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2011","2007-2013","29396753","23644238","979103","30977"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2012","2007-2013","7759217","14194806","979103","30977"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2013","2007-2013","31966071","24128802","1338154","42337"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2014","2007-2013","2312366","1918530","175196","5543"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2015","2007-2013","0","796740","242324","7667"
"BE","BE2","BE21","Prov. Antwerpen","ESF","2016","2007-2013","4002409","2938336","181110","5730"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1993","1989-1993","0","4781","555","18"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1994","1989-1993","13341","11476","345","11"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1995","1989-1993","7684","5606","708","22"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1996","1989-1993","0","3393","922","29"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1997","1989-1993","11808","7576","491","16"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1994","1994-1999","0","38337","3481","110"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1995","1994-1999","85115","46779","3481","110"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1996","1994-1999","0","38522","3497","111"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1997","1994-1999","85526","130750","32296","1022"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1998","1994-1999","149920","245103","29352","929"
"BE","BE2","BE22","Prov. Limburg","EAFRD","1999","1994-1999","322854","332413","25098","794"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2000","1994-1999","335168","300448","31883","1009"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2001","1994-1999","341396","187628","13961","442"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2001","2000-2006","0","25113","2119","67"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2002","2000-2006","46778","21665","2119","67"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2003","2000-2006","0","8805","18822","596"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2004","2000-2006","829","105369","16162","511"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2005","2000-2006","183906","164151","12173","385"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2006","2000-2006","138281","128329","12173","385"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2007","2000-2006","114714","111229","16896","535"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2008","2000-2006","149302","69148","6763","214"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2009","2000-2006","0","0","0","0"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2010","2000-2006","1","0","0","0"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2007","2007-2013","4672629","5742149","274032","8670"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2008","2007-2013","5546200","5559158","3320","105"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2009","2007-2013","5613395","6052041","112389","3556"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2010","2007-2013","7888076","7876507","2964","94"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2011","2007-2013","7828084","7523419","78061","2470"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2012","2007-2013","6248187","5837505","78061","2470"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2013","2007-2013","4118516","3883457","60227","1905"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2014","2007-2013","2899571","2549573","89676","2837"
"BE","BE2","BE22","Prov. Limburg","EAFRD","2015","2007-2013","1084591","875440","53588","1695"
"BE","BE2","BE22","Prov. Limburg","ERDF","1989","1989-1993","0","1341363","136589","4321"
"BE","BE2","BE22","Prov. Limburg","ERDF","1990","1989-1993","3355000","4501994","116797","3695"
"BE","BE2","BE22","Prov. Limburg","ERDF","1991","1989-1993","6223846","6521040","30263","957"
"BE","BE2","BE22","Prov. Limburg","ERDF","1992","1989-1993","6967183","6699904","27217","861"
"BE","BE2","BE22","Prov. Limburg","ERDF","1993","1989-1993","6298668","8207144","194337","6149"
"BE","BE2","BE22","Prov. Limburg","ERDF","1994","1989-1993","11072123","12296394","147741","4674"
"BE","BE2","BE22","Prov. Limburg","ERDF","1995","1989-1993","14007867","8642412","595018","18826"
"BE","BE2","BE22","Prov. Limburg","ERDF","1996","1989-1993","0","1136961","293932","9300"
"BE","BE2","BE22","Prov. Limburg","ERDF","1997","1989-1993","3500015","2151596","137953","4365"
"BE","BE2","BE22","Prov. Limburg","ERDF","1998","1989-1993","162805","111247","7546","239"
"BE","BE2","BE22","Prov. Limburg","ERDF","2002","1989-1993","22548","0","0","0"
"BE","BE2","BE22","Prov. Limburg","ERDF","1994","1994-1999","5594000","8048308","233155","7377"
"BE","BE2","BE22","Prov. Limburg","ERDF","1995","1994-1999","5818668","3432961","226638","7171"
"BE","BE2","BE22","Prov. Limburg","ERDF","1996","1994-1999","162639","10358120","968552","30644"
"BE","BE2","BE22","Prov. Limburg","ERDF","1997","1994-1999","24334059","15976949","793910","25118"
"BE","BE2","BE22","Prov. Limburg","ERDF","1998","1994-1999","4521044","7620431","1756054","55559"
"BE","BE2","BE22","Prov. Limburg","ERDF","1999","1994-1999","9388001","15812942","1657004","52425"
"BE","BE2","BE22","Prov. Limburg","ERDF","2000","1994-1999","26310155","16156280","1028940","32554"
"BE","BE2","BE22","Prov. Limburg","ERDF","2001","1994-1999","698887","2563688","599879","18979"
"BE","BE2","BE22","Prov. Limburg","ERDF","2002","1994-1999","925583","4307357","298506","9444"
"BE","BE2","BE22","Prov. Limburg","ERDF","2003","1994-1999","32224","0","0","0"
"BE","BE2","BE22","Prov. Limburg","ERDF","2004","1994-1999","6491777","0","0","0"
"BE","BE2","BE22","Prov. Limburg","ERDF","2000","2000-2006","0","2344934","239191","7568"
"BE","BE2","BE22","Prov. Limburg","ERDF","2001","2000-2006","5744900","4301442","147238","4658"
"BE","BE2","BE22","Prov. Limburg","ERDF","2002","2000-2006","2208544","6271719","414457","13113"
"BE","BE2","BE22","Prov. Limburg","ERDF","2003","2000-2006","12162999","12278376","11769","372"
"BE","BE2","BE22","Prov. Limburg","ERDF","2004","2000-2006","12445663","10945520","1131793","35808"
"BE","BE2","BE22","Prov. Limburg","ERDF","2005","2000-2006","7327064","9312151","1152493","36463"
"BE","BE2","BE22","Prov. Limburg","ERDF","2006","2000-2006","10243530","12496818","1152493","36463"
"BE","BE2","BE22","Prov. Limburg","ERDF","2007","2000-2006","15357696","13501006","984904","31161"
"BE","BE2","BE22","Prov. Limburg","ERDF","2008","2000-2006","12515563","9061123","580886","18378"
"BE","BE2","BE22","Prov. Limburg","ERDF","2009","2000-2006","6142269","3635138","255736","8091"
"BE","BE2","BE22","Prov. Limburg","ERDF","2007","2007-2013","1050351","1412798","74408","2354"
"BE","BE2","BE22","Prov. Limburg","ERDF","2008","2007-2013","1575527","2336354","156193","4942"
"BE","BE2","BE22","Prov. Limburg","ERDF","2009","2007-2013","4882778","5690215","165762","5244"
"BE","BE2","BE22","Prov. Limburg","ERDF","2010","2007-2013","8392638","8688934","60828","1925"
"BE","BE2","BE22","Prov. Limburg","ERDF","2011","2007-2013","9680611","9790949","22652","717"
"BE","BE2","BE22","Prov. Limburg","ERDF","2012","2007-2013","10160240","9809892","22652","717"
"BE","BE2","BE22","Prov. Limburg","ERDF","2013","2007-2013","8637305","7543420","224568","7105"
"BE","BE2","BE22","Prov. Limburg","ERDF","2014","2007-2013","3882279","3049248","181965","5757"
"BE","BE2","BE22","Prov. Limburg","ERDF","2015","2007-2013","0","314888","90377","2859"
"BE","BE2","BE22","Prov. Limburg","ERDF","2016","2007-2013","1629956","1254987","76979","2435"
"BE","BE2","BE22","Prov. Limburg","ESF","2000","2000-2006","2869257","4359787","157919","4996"
"BE","BE2","BE22","Prov. Limburg","ESF","2001","2000-2006","3910590","4372741","48964","1549"
"BE","BE2","BE22","Prov. Limburg","ESF","2002","2000-2006","5123099","3946112","124699","3945"
"BE","BE2","BE22","Prov. Limburg","ESF","2003","2000-2006","2035128","8732865","709612","22451"
"BE","BE2","BE22","Prov. Limburg","ESF","2004","2000-2006","19607472","17151375","260219","8233"
"BE","BE2","BE22","Prov. Limburg","ESF","2005","2000-2006","13163596","13691775","1170542","37034"
"BE","BE2","BE22","Prov. Limburg","ESF","2006","2000-2006","12783414","13622082","1170542","37034"
"BE","BE2","BE22","Prov. Limburg","ESF","2007","2000-2006","13551094","13379767","996883","31540"
"BE","BE2","BE22","Prov. Limburg","ESF","2008","2000-2006","14314610","10546532","605305","19151"
"BE","BE2","BE22","Prov. Limburg","ESF","2009","2000-2006","3640303","3969395","259019","8195"
"BE","BE2","BE22","Prov. Limburg","ESF","2010","2000-2006","236331","0","0","0"
"BE","BE2","BE22","Prov. Limburg","ESF","2012","2000-2006","1004252","0","0","0"
"BE","BE2","BE22","Prov. Limburg","ESF","2013","2000-2006","1533284","0","0","0"
"BE","BE2","BE22","Prov. Limburg","ESF","2007","2007-2013","2046401","2859800","139043","4399"
"BE","BE2","BE22","Prov. Limburg","ESF","2008","2007-2013","3069601","7295239","722333","22854"
"BE","BE2","BE22","Prov. Limburg","ESF","2009","2007-2013","19016292","13977255","861376","27253"
"BE","BE2","BE22","Prov. Limburg","ESF","2010","2007-2013","0","6049121","1034040","32716"
"BE","BE2","BE22","Prov. Limburg","ESF","2011","2007-2013","22828143","18380310","760315","24055"
"BE","BE2","BE22","Prov. Limburg","ESF","2012","2007-2013","6042930","11038554","760315","24055"
"BE","BE2","BE22","Prov. Limburg","ESF","2013","2007-2013","24895390","18778203","1046257","33102"
"BE","BE2","BE22","Prov. Limburg","ESF","2014","2007-2013","1680430","1395442","135710","4294"
"BE","BE2","BE22","Prov. Limburg","ESF","2015","2007-2013","0","622787","188964","5979"
"BE","BE2","BE22","Prov. Limburg","ESF","2016","2007-2013","3085164","2267641","139748","4421"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1993","1989-1993","0","10969","1272","40"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1994","1989-1993","30608","26322","803","25"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1995","1989-1993","17630","12864","1621","51"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1996","1989-1993","0","7791","2112","67"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1997","1989-1993","27090","17382","1126","36"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1994","1994-1999","0","76674","6961","220"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1995","1994-1999","170231","93557","6961","220"
"BE","BE2","BE23","Prov. Oost-Vlaanderen","EAFRD","1996","1994-1999","0","77044","6995","221"
