"country","nuts1_id","nuts2_id","nuts2_name","fund","year","programming_period","eu_payment_annual","modelled_annual_expenditure","standard_deviation_of_annual","standard_error_of_modelled"
"AT","AT3","AT33","Tirol","EAFRD","2014","2007-2013","18069948","15729701","681138","21550"
"AT","AT3","AT33","Tirol","EAFRD","2015","2007-2013","4684697","3865636","238391","7542"
"AT","AT3","AT33","Tirol","ERDF","1994","1994-1999","0","526572","52789","1670"
"AT","AT3","AT33","Tirol","ERDF","1995","1994-1999","1321000","1896916","57736","1827"
"AT","AT3","AT33","Tirol","ERDF","1996","1994-1999","2765789","2227012","54012","1709"
"AT","AT3","AT33","Tirol","ERDF","1997","1994-1999","1414169","2033192","62057","1963"
"AT","AT3","AT33","Tirol","ERDF","1998","1994-1999","2967098","3176370","222049","7025"
"AT","AT3","AT33","Tirol","ERDF","1999","1994-1999","3149161","3167147","180022","5696"
"AT","AT3","AT33","Tirol","ERDF","2000","1994-1999","3383989","2203607","141679","4483"
"AT","AT3","AT33","Tirol","ERDF","2001","1994-1999","133955","470068","112278","3552"
"AT","AT3","AT33","Tirol","ERDF","2002","1994-1999","115678","853495","56714","1794"
"AT","AT3","AT33","Tirol","ERDF","2003","1994-1999","1301267","0","0","0"
"AT","AT3","AT33","Tirol","ERDF","2004","1994-1999","2273","0","0","0"
"AT","AT3","AT33","Tirol","ERDF","2000","2000-2006","0","1008530","143902","4553"
"AT","AT3","AT33","Tirol","ERDF","2001","2000-2006","3306256","3406906","14361","454"
"AT","AT3","AT33","Tirol","ERDF","2002","2000-2006","3636215","5376459","248306","7856"
"AT","AT3","AT33","Tirol","ERDF","2003","2000-2006","9341243","7557721","254481","8051"
"AT","AT3","AT33","Tirol","ERDF","2004","2000-2006","3494335","5341776","263601","8340"
"AT","AT3","AT33","Tirol","ERDF","2005","2000-2006","9550786","8057766","213031","6740"
"AT","AT3","AT33","Tirol","ERDF","2006","2000-2006","4656230","6068960","213031","6740"
"AT","AT3","AT33","Tirol","ERDF","2007","2000-2006","8865307","7128423","290889","9203"
"AT","AT3","AT33","Tirol","ERDF","2008","2000-2006","2990690","2606082","141131","4465"
"AT","AT3","AT33","Tirol","ERDF","2009","2000-2006","2332700","1621141","101529","3212"
"AT","AT3","AT33","Tirol","ERDF","2007","2007-2013","695460","1212670","45131","1428"
"AT","AT3","AT33","Tirol","ERDF","2008","2007-2013","1043190","2092695","91579","2897"
"AT","AT3","AT33","Tirol","ERDF","2009","2007-2013","3159993","2834704","28385","898"
"AT","AT3","AT33","Tirol","ERDF","2010","2007-2013","2503900","3347752","302878","9583"
"AT","AT3","AT33","Tirol","ERDF","2011","2007-2013","3953868","3627787","227538","7199"
"AT","AT3","AT33","Tirol","ERDF","2012","2007-2013","3062090","2143625","227538","7199"
"AT","AT3","AT33","Tirol","ERDF","2013","2007-2013","0","1728771","1296494","41019"
"AT","AT3","AT33","Tirol","ERDF","2014","2007-2013","0","6660179","2003509","63388"
"AT","AT3","AT33","Tirol","ERDF","2015","2007-2013","18615838","9386155","805376","25481"
"AT","AT3","AT33","Tirol","ESF","2000","2000-2006","2768694","3455482","278108","8799"
"AT","AT3","AT33","Tirol","ESF","2001","2000-2006","5106577","5269053","65793","2082"
"AT","AT3","AT33","Tirol","ESF","2002","2000-2006","6314658","6196890","47689","1509"
"AT","AT3","AT33","Tirol","ESF","2003","2000-2006","5438994","5741044","122312","3870"
"AT","AT3","AT33","Tirol","ESF","2004","2000-2006","7684874","7847163","65717","2079"
"AT","AT3","AT33","Tirol","ESF","2005","2000-2006","8891566","8678910","86113","2724"
"AT","AT3","AT33","Tirol","ESF","2006","2000-2006","7310373","6546493","86113","2724"
"AT","AT3","AT33","Tirol","ESF","2007","2000-2006","1630575","1451085","72683","2300"
"AT","AT3","AT33","Tirol","ESF","2008","2000-2006","295985","532704","95857","3033"
"AT","AT3","AT33","Tirol","ESF","2009","2000-2006","0","1779570","111976","3543"
"AT","AT3","AT33","Tirol","ESF","2013","2000-2006","2056096","0","0","0"
"AT","AT3","AT33","Tirol","ESF","2007","2007-2013","683605","947742","46862","1483"
"AT","AT3","AT33","Tirol","ESF","2008","2007-2013","1025408","2597183","278857","8823"
"AT","AT3","AT33","Tirol","ESF","2009","2007-2013","7127210","6122274","178291","5641"
"AT","AT3","AT33","Tirol","ESF","2010","2007-2013","3225939","3075784","26640","843"
"AT","AT3","AT33","Tirol","ESF","2011","2007-2013","2643021","4194461","275249","8709"
"AT","AT3","AT33","Tirol","ESF","2012","2007-2013","8665881","7932509","275249","8709"
"AT","AT3","AT33","Tirol","ESF","2013","2007-2013","5818851","5165207","115967","3669"
"AT","AT3","AT33","Tirol","ESF","2014","2007-2013","3281332","2436087","149959","4745"
"AT","AT3","AT34","Vorarlberg","EAFRD","1994","1994-1999","0","95645","12078","382"
"AT","AT3","AT34","Vorarlberg","EAFRD","1995","1994-1999","291000","434055","18065","572"
"AT","AT3","AT34","Vorarlberg","EAFRD","1996","1994-1999","726244","525802","25311","801"
"AT","AT3","AT34","Vorarlberg","EAFRD","1997","1994-1999","116400","278443","20462","647"
"AT","AT3","AT34","Vorarlberg","EAFRD","1998","1994-1999","609415","655803","5858","185"
"AT","AT3","AT34","Vorarlberg","EAFRD","1999","1994-1999","750550","728715","9716","307"
"AT","AT3","AT34","Vorarlberg","EAFRD","2000","1994-1999","662670","489705","23065","730"
"AT","AT3","AT34","Vorarlberg","EAFRD","2001","1994-1999","128217","112795","6909","219"
"AT","AT3","AT34","Vorarlberg","EAFRD","2002","1994-1999","0","74486","4605","146"
"AT","AT3","AT34","Vorarlberg","EAFRD","2003","1994-1999","110955","0","0","0"
"AT","AT3","AT34","Vorarlberg","EAFRD","2000","2000-2006","0","50695","4616","146"
"AT","AT3","AT34","Vorarlberg","EAFRD","2001","2000-2006","109019","73850","3202","101"
"AT","AT3","AT34","Vorarlberg","EAFRD","2002","2000-2006","33389","61212","2533","80"
"AT","AT3","AT34","Vorarlberg","EAFRD","2003","2000-2006","93221","121306","2557","81"
"AT","AT3","AT34","Vorarlberg","EAFRD","2004","2000-2006","153617","212056","28076","888"
"AT","AT3","AT34","Vorarlberg","EAFRD","2005","2000-2006","250941","267630","28699","908"
"AT","AT3","AT34","Vorarlberg","EAFRD","2006","2000-2006","245344","296973","28699","908"
"AT","AT3","AT34","Vorarlberg","EAFRD","2007","2000-2006","360595","289158","24646","780"
"AT","AT3","AT34","Vorarlberg","EAFRD","2008","2000-2006","259544","150901","10411","329"
"AT","AT3","AT34","Vorarlberg","EAFRD","2009","2000-2006","0","20834","1649","52"
"AT","AT3","AT34","Vorarlberg","EAFRD","2010","2000-2006","38943","0","0","0"
"AT","AT3","AT34","Vorarlberg","EAFRD","2007","2007-2013","10210499","12273244","600370","18995"
"AT","AT3","AT34","Vorarlberg","EAFRD","2008","2007-2013","11798057","12004996","60230","1906"
"AT","AT3","AT34","Vorarlberg","EAFRD","2009","2007-2013","12981665","12830444","44014","1393"
"AT","AT3","AT34","Vorarlberg","EAFRD","2010","2007-2013","12116742","11923594","56216","1779"
"AT","AT3","AT34","Vorarlberg","EAFRD","2011","2007-2013","11012015","11142553","37993","1202"
"AT","AT3","AT34","Vorarlberg","EAFRD","2012","2007-2013","11758635","11846861","37993","1202"
"AT","AT3","AT34","Vorarlberg","EAFRD","2013","2007-2013","12263250","10976902","374396","11845"
"AT","AT3","AT34","Vorarlberg","EAFRD","2014","2007-2013","4905868","4270507","184924","5851"
"AT","AT3","AT34","Vorarlberg","EAFRD","2015","2007-2013","1271864","1049494","64722","2048"
"AT","AT3","AT34","Vorarlberg","ERDF","1994","1994-1999","0","808705","123271","3900"
"AT","AT3","AT34","Vorarlberg","ERDF","1995","1994-1999","2856550","2128206","111022","3513"
"AT","AT3","AT34","Vorarlberg","ERDF","1996","1994-1999","283855","1094337","123542","3909"
"AT","AT3","AT34","Vorarlberg","ERDF","1997","1994-1999","3146683","2359286","120023","3797"
"AT","AT3","AT34","Vorarlberg","ERDF","1998","1994-1999","365398","467149","15510","491"
"AT","AT3","AT34","Vorarlberg","ERDF","1999","1994-1999","724809","686928","84630","2678"
"AT","AT3","AT34","Vorarlberg","ERDF","2000","1994-1999","365892","664325","76437","2418"
"AT","AT3","AT34","Vorarlberg","ERDF","2001","1994-1999","1360937","1206515","62765","1986"
"AT","AT3","AT34","Vorarlberg","ERDF","2002","1994-1999","775854","788359","47456","1501"
"AT","AT3","AT34","Vorarlberg","ERDF","2003","1994-1999","322642","0","0","0"
"AT","AT3","AT34","Vorarlberg","ERDF","2004","1994-1999","1190","0","0","0"
"AT","AT3","AT34","Vorarlberg","ERDF","2000","2000-2006","0","900384","137495","4350"
"AT","AT3","AT34","Vorarlberg","ERDF","2001","2000-2006","3112038","3053269","8974","284"
"AT","AT3","AT34","Vorarlberg","ERDF","2002","2000-2006","2908913","2766374","21767","689"
"AT","AT3","AT34","Vorarlberg","ERDF","2003","2000-2006","2416251","3064698","99023","3133"
"AT","AT3","AT34","Vorarlberg","ERDF","2004","2000-2006","4657507","4241573","63516","2010"
"AT","AT3","AT34","Vorarlberg","ERDF","2005","2000-2006","3219895","3544424","49558","1568"
"AT","AT3","AT34","Vorarlberg","ERDF","2006","2000-2006","4341579","4474289","49558","1568"
"AT","AT3","AT34","Vorarlberg","ERDF","2007","2000-2006","4526634","3774772","142069","4495"
"AT","AT3","AT34","Vorarlberg","ERDF","2008","2000-2006","1884234","1613547","80044","2532"
"AT","AT3","AT34","Vorarlberg","ERDF","2009","2000-2006","404611","899710","55934","1770"
"AT","AT3","AT34","Vorarlberg","ERDF","2010","2000-2006","861379","0","0","0"
"AT","AT3","AT34","Vorarlberg","ERDF","2007","2007-2013","353203","575928","21931","694"
"AT","AT3","AT34","Vorarlberg","ERDF","2008","2007-2013","529804","1274914","73370","2321"
"AT","AT3","AT34","Vorarlberg","ERDF","2009","2007-2013","2302222","1928780","36772","1163"
"AT","AT3","AT34","Vorarlberg","ERDF","2010","2007-2013","1413905","1929443","50764","1606"
"AT","AT3","AT34","Vorarlberg","ERDF","2011","2007-2013","2640231","2185096","98984","3132"
"AT","AT3","AT34","Vorarlberg","ERDF","2012","2007-2013","1455845","1039145","98984","3132"
"AT","AT3","AT34","Vorarlberg","ERDF","2013","2007-2013","0","626092","497990","15756"
"AT","AT3","AT34","Vorarlberg","ERDF","2014","2007-2013","0","2533382","739828","23407"
"AT","AT3","AT34","Vorarlberg","ERDF","2015","2007-2013","8081914","4684341","334552","10585"
"AT","AT3","AT34","Vorarlberg","ESF","2000","2000-2006","3179257","3965408","319133","10097"
"AT","AT3","AT34","Vorarlberg","ESF","2001","2000-2006","5857177","6044262","75946","2403"
"AT","AT3","AT34","Vorarlberg","ESF","2002","2000-2006","7251042","7115407","55060","1742"
"AT","AT3","AT34","Vorarlberg","ESF","2003","2000-2006","6240497","6584576","139676","4419"
"AT","AT3","AT34","Vorarlberg","ESF","2004","2000-2006","8804038","8990039","75506","2389"
"AT","AT3","AT34","Vorarlberg","ESF","2005","2000-2006","10189832","9946114","98936","3130"
"AT","AT3","AT34","Vorarlberg","ESF","2006","2000-2006","8374024","7499918","98936","3130"
"AT","AT3","AT34","Vorarlberg","ESF","2007","2000-2006","1861543","1656746","83136","2630"
"AT","AT3","AT34","Vorarlberg","ESF","2008","2000-2006","335714","607547","110349","3491"
"AT","AT3","AT34","Vorarlberg","ESF","2009","2000-2006","0","2044097","128640","4070"
"AT","AT3","AT34","Vorarlberg","ESF","2013","2000-2006","2360989","0","0","0"
"AT","AT3","AT34","Vorarlberg","ESF","2007","2007-2013","834377","1156770","57197","1810"
"AT","AT3","AT34","Vorarlberg","ESF","2008","2007-2013","1251565","3170001","340360","10769"
"AT","AT3","AT34","Vorarlberg","ESF","2009","2007-2013","8699142","7472564","217614","6885"
"AT","AT3","AT34","Vorarlberg","ESF","2010","2007-2013","3937431","3754159","32515","1029"
"AT","AT3","AT34","Vorarlberg","ESF","2011","2007-2013","3225948","5119565","335957","10629"
"AT","AT3","AT34","Vorarlberg","ESF","2012","2007-2013","10577173","9682053","335957","10629"
"AT","AT3","AT34","Vorarlberg","ESF","2013","2007-2013","7102220","6304412","141543","4478"
"AT","AT3","AT34","Vorarlberg","ESF","2014","2007-2013","4005042","2973375","183033","5791"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","1993","1989-1993","0","88","31","1"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","1994","1989-1993","590","552","13","0"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","1995","1989-1993","340","289","18","1"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","1996","1989-1993","0","78","28","1"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","1997","1989-1993","522","444","28","1"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2007","2007-2013","194693","239256","11418","361"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2008","2007-2013","231092","231632","138","4"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2009","2007-2013","233891","252168","4683","148"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2010","2007-2013","328670","328188","124","4"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2011","2007-2013","326170","313476","3253","103"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2012","2007-2013","260341","243229","3253","103"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2013","2007-2013","171605","161811","2509","79"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2014","2007-2013","120815","106232","3737","118"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","EAFRD","2015","2007-2013","45191","36477","2233","71"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1990","1989-1993","0","1608","131","4"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1991","1989-1993","2716","32808","2666","84"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1992","1989-1993","52903","23148","3379","107"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1993","1989-1993","0","9470","2175","69"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1994","1989-1993","13553","20008","3207","101"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1995","1989-1993","28505","13222","1658","52"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1996","1989-1993","0","4004","1835","58"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1997","1989-1993","0","10795","3200","101"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1998","1989-1993","0","11979","1421","45"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2002","1989-1993","29365","0","0","0"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1994","1994-1999","0","392461","35109","1111"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1995","1994-1999","863500","873499","894","28"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1996","1994-1999","885500","819788","5878","186"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1997","1994-1999","740920","459959","104351","3302"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1998","1994-1999","16951","549032","96553","3055"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","1999","1994-1999","1083034","1070319","73966","2340"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2000","1994-1999","1037943","857083","58706","1857"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2001","1994-1999","584487","576516","70882","2243"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2002","1994-1999","407606","463671","34560","1093"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2003","1994-1999","40046","0","0","0"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2004","1994-1999","402342","0","0","0"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2000","2000-2006","0","1731188","153922","4870"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2001","2000-2006","3569767","2722098","75367","2385"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2002","2000-2006","1821846","2089994","23841","754"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2003","2000-2006","2374776","6298550","577852","18282"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2004","2000-2006","10063368","6615406","1008480","31907"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2005","2000-2006","1546230","4976244","871885","27585"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2006","2000-2006","7404852","8440757","871885","27585"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2007","2000-2006","9524143","8197356","686598","21723"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2008","2000-2006","7382899","5832537","574089","18163"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2009","2000-2006","4551867","3415764","285962","9047"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2010","2000-2006","2080148","0","0","0"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2007","2007-2013","1151849","1902130","71805","2272"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2008","2007-2013","1727774","3302498","150708","4768"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2009","2007-2013","5354107","3029102","222513","7040"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2010","2007-2013","0","2629778","251681","7963"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2011","2007-2013","6055950","5966344","681487","21561"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2012","2007-2013","5038564","6539686","681487","21561"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2013","2007-2013","8065456","5941534","1078077","34109"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2001","2000-2006","0","29066","2452","78"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2014","2007-2013","0","5521455","1572081","49738"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ERDF","2015","2007-2013","17130408","9691581","711927","22524"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2000","2000-2006","2819477","3956019","195905","6198"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2001","2000-2006","4379782","4734602","61160","1935"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2002","2000-2006","5747117","5223182","90310","2857"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2003","2000-2006","3728080","4125252","68460","2166"
"BE","BE3","BE33","Prov. Liège","EAFRD","1998","1994-1999","515435","357797","70648","2235"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2004","2000-2006","5258621","5814270","95777","3030"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2005","2000-2006","7399870","5785985","278184","8801"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2006","2000-2006","1180597","2648339","278184","8801"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2007","2000-2006","6095812","5756782","221307","7002"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2008","2000-2006","4132860","4101619","260529","8243"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2009","2000-2006","4694115","4005984","241978","7656"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2010","2000-2006","669695","0","0","0"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2012","2000-2006","46008","0","0","0"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2007","2007-2013","779924","1470891","56947","1802"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2008","2007-2013","1169887","1054726","9491","300"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1997","1994-1999","13202485","10134045","384855","12176"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2009","2007-2013","974906","4529025","442082","13987"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2010","2007-2013","6745167","4491625","363086","11488"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2011","2007-2013","2622093","2601950","345184","10921"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2012","2007-2013","2146397","1989896","345184","10921"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2013","2007-2013","0","3869982","979241","30982"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2014","2007-2013","4767882","7805783","1491034","47174"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2015","2007-2013","12736877","6990987","691293","21872"
"BE","BE1","BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","ESF","2016","2007-2013","4845251","1983518","235855","7462"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1993","1989-1993","0","7453","865","27"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1994","1989-1993","20796","17862","530","17"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1995","1989-1993","11979","8732","1104","35"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1996","1989-1993","0","5324","1417","45"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1997","1989-1993","18406","11810","765","24"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1994","1994-1999","0","54301","4930","156"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1995","1994-1999","120559","66258","4930","156"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1996","1994-1999","0","54563","4954","157"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1997","1994-1999","121141","184504","45893","1452"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1998","1994-1999","212349","347239","41248","1305"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","1999","1994-1999","457298","470370","34762","1100"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2000","1994-1999","474740","426652","45470","1439"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2001","1994-1999","483560","265760","19774","626"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2002","2000-2006","54140","25074","2452","78"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2003","2000-2006","0","10555","22051","698"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2004","2000-2006","959","122342","19384","613"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2005","2000-2006","212852","190821","14819","469"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2006","2000-2006","160046","148417","14819","469"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2007","2000-2006","132769","127262","19165","606"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2008","2000-2006","172801","80031","7827","248"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2009","2000-2006","0","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2010","2000-2006","1","0","0","0"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2007","2007-2013","6424865","7895455","376793","11921"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2008","2007-2013","7626024","7643842","4565","144"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2009","2007-2013","7718419","8321556","154536","4889"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2010","2007-2013","10846105","10830198","4076","129"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2011","2007-2013","10763615","10344701","107334","3396"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2012","2007-2013","8591257","8026569","107334","3396"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2013","2007-2013","5662959","5339753","82812","2620"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2014","2007-2013","3986910","3505663","123305","3901"
"BE","BE2","BE21","Prov. Antwerpen","EAFRD","2015","2007-2013","1491313","1203731","73684","2331"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1989","1989-1993","0","753620","92274","2919"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1990","1989-1993","2220500","1590920","77086","2439"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1991","1989-1993","365478","3607960","397013","12561"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1992","1989-1993","9919278","6815241","380062","12025"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1993","1989-1993","773400","3392339","320666","10145"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1994","1989-1993","8489964","5856658","325885","10311"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1995","1989-1993","641389","554662","136219","4310"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1996","1989-1993","0","687065","172524","5458"
"BE","BE2","BE21","Prov. Antwerpen","ERDF","1997","1989-1993","2378227","1664815","91244","2887"
